Film,Collateral Damage,TV promo.
Film,Spider-Man,"TV promo, which gained popularity."
Film,Anger Management,TV promo.
Film,Bad Boys II,TV promo.
Film,Bruce Almighty,TV promo.
Film,Charlie's Angels: Full Throttle,TV promo.
Film,Daredevil,TV promo.
Film,Gods and Generals,TV promo.
Film,Hulk,TV promo.
Film,The Matrix Reloaded,TV promo.
Film,Tears of the Sun,TV promo.
Film,Terminator 3: Rise of the Machines,TV promo.
Film,50 First Dates,TV promo.
Film,Hidalgo,TV promo.
Film,Starsky & Hutch,TV promo.
Film,Secret Window,TV promo.
Film,The Alamo,TV promo.
Film,Troy,TV promo.
Film,Van Helsing,TV promo.
Film,Batman Begins,TV promo.
Film,Be Cool,TV promo.
Film,Constantine,TV promo.
Film,Hitch,TV promo.
Film,Robots,TV promo.
Film,Sahara,TV promo.
Film,The Pacifier,TV promo.
Film,War of the Worlds,TV promo.
Film,16 Blocks,TV promo.
Film,Cars,TV promo.
Film,Mission: Impossible III,TV promo.
Film,Pirates of the Caribbean: Dead Man's Chest,TV promo.
Film,Poseidon,TV promo.
Film,Running Scared,TV promo.
Film,The Shaggy Dog,TV promo.
Film,V for Vendetta,TV promo.
Film,Iron Man,TV promo.
Film,Jumper,TV promo.
Film,The Chronicles of Narnia: Prince Caspian,TV promo.
Film,Wanted,TV promo.
Film,You Don't Mess with the Zohan,TV promo.
Film,G.I. Joe: The Rise of Cobra,TV promo.
Film,Land of the Lost,TV promo.
Film,Monsters vs. Aliens,3-D TV promo.
Film,Star Trek,TV promo.
Film,Transformers: Revenge of the Fallen,TV promo.
Film,Year One,TV promo.
Film,The Back-Up Plan,TV promo.
Film,Iron Man 2,TV promo.
Film,The Last Airbender,TV promo.
Film,Prince of Persia: The Sands of Time,TV promo.
Film,Robin Hood,TV promo.
Film,Shutter Island,TV promo.
Film,The Wolfman,TV promo.
Film,Captain America: The First Avenger,TV promo.
Film,Cowboys & Aliens,TV promo.
Film,Pirates of the Caribbean: On Stranger Tides,TV promo.
Film,Thor,TV promo.
Film,Transformers: Dark of the Moon,TV promo.
Film,Act of Valor,TV promo.
Film,The Avengers,TV promo.
Film,Battleship,TV promo.
Film,John Carter,TV promo.
Film,The Lorax,TV promo.
Film,Fast and Furious 6,TV promo.
Film,Iron Man 3,TV promo.
Film,Oz the Great and Powerful,TV promo.
Film,Star Trek Into Darkness,TV promo.
Film,Avengers: Age of Ultron,TV promo.[37]
Film,The Divergent Series: Insurgent,TV promo.[37]
Film,Fifty Shades of Grey,TV promo.[37]
Film,Furious 7,TV promo.[37][38]
Film,Jurassic World,TV promo.[37]
Film,"Minions """"""Super Fans""""""",TV promo. The Minions are shown to enjoy the game with their own ways.[37][39]
Film,Pitch Perfect 2,TV promo[37]
Film,Ted 2,TV promo. Tom Brady is featured in the movie.[37][40]
Film,Terminator Genisys,TV promo.[37]
Film,Tomorrowland,TV promo.[21][37]
Film,10 Cloverfield Lane,TV trailer.
Film,Deadpool,TV promo.
Film,Captain America: Civil War,
Film,Independence Day: Resurgence,TV trailer.
Film,Jason Bourne,TV trailer.
Film,The Jungle Book,TV trailer.
Film,The Secret Life of Pets,TV trailer.
Film,Teenage Mutant Ninja Turtles: Out of the Shadows,TV trailer.
Film,X-Men: Apocalypse,TV trailer.
Film,Baywatch N/A,TV promo.[92]
Film,The Fate of the Furious N/A,TV trailer.[93]
Film,Ghost in the Shell N/A,TV trailer.[94]
Film,Guardians of the Galaxy Vol. 2 N/A,TV trailer.[92]
Film,"Logan """"""Grace""""""",TV trailer.[86]
Film,Pirates of the Caribbean: Dead Men Tell No Tales N/A,TV trailer.[92]
Film,Avengers: Infinity War N/A,TV trailer[133]
Film,The Cloverfield Paradox (Netflix) N/A,TV trailer[133] The film became available on Netflix immediately following the conclusion of the game.[134]
Film,Mission: Impossible â€“ Fallout N/A,Trailer[133]
Film,A Quiet Place,
Film,Skyscraper N/A,TV trailer[133]
Film,Solo: A Star Wars Story N/A,TV promo[127]
Film,Alita: Battle Angel N/A,Promo
Film,Avengers: Endgame N/A,Teaser
Film,Captain Marvel N/A,Promo
Film,Hobbs & Shaw N/A,Trailer
Film,Scary Stories to Tell in the Dark N/A,Teaser
Film,Toy Story 4 N/A,Teaser
Film,Us N/A,Promo
Film,Wonder Park N/A,Trailer
Film,F9 Trailer,
Film,The Invisible Man Trailer,
Film,Mulan Trailer,
Food,Doritos tortilla chips,"Two guys in a laundromat try to impress a girl (Ali Landry) by eating Doritos, and she outdoes them."
Food,"Eggo""Grandma""","As an Eggo waffle pops out of a toaster, a family rushes over to grab it, but it disappears. In an instant replay, it's revealed their grandmother somersaulted through the air and finished eating it before they got to the toaster."
Food,"Lays""Nuzzle and Nibble""","At a fancy restaurant, Miss Piggy falls in love with a charming man. But when the man wants to eat her Baked Lays, she karate chops him through the wall."
Food,"Lays""Party""","People are celebrating the new flavors of Baked Lays. When Miss Piggy has the door closed on her, she disrupts the party by kicking down the door.Cast: Richard Lewis."
Food,"Doritos""Laundromat""","Two men are at a Laundromat when a beautiful woman (Ali Landry) enters to do her own laundry and notices them eating Doritos. They try impressing her with elaborate ways of tossing Doritos 3Ds into the air. Intrigued, the woman then walks over to them, takes the 3Ds and tosses them into a washing machine where it shoots out individual pieces and demonstrates her own unique way of eating the new Doritos. The man on the left then says, ""Ay chihuahua!""Also starring Sean Hayes"
Food,"Hormel""Bold Innovations""",What appears to be a commercial for a car turns out to be a commercial for Hormel Chili.
Food,"Tabasco Sauce""Mosquito""","A man is constantly putting Tabasco sauce on his pizza. When a mosquito bites him on the leg, he does not mind. Because when the mosquito flies off, it explodes. The advert would air as a cinema advert in the UK on late March/early April 2008."
Food,"Doritos""Smokin""","At a college classroom, students are in awe of their hot teacher. She eats Smoking Red Barbequed Doritos, which causes the sprinklers to go off. Luckily, the students bring umbrellas. But when they forget to use their umbrellas the second time she eats Doritos, the students bow down to her in the rain. The announcer then says, ""Umbrellas not included"".Cast: Ali Landry."
Food,"George Foreman Grill""Colors""",People dance to celebrate the five new colors the George Foreman Grill comes in.
Food,"Lipton Brisk""Puppet Strike""","A puppet version of Danny DeVito is fired, as the new Brisk is so good, it sells itself. This causes all the puppets from the Lipton Brisk commercials to go on strike."
Food,"Doritos""Crystal Ball""","At the office, a worker ask if there will be free Doritos today. He then throws the crystal ball at a snack machine for Doritos, breaking the glass. An impressed worker asks if he will get a raise today, and throws the crystal ball at his boss in the groin. The first worker comes over, happily eating Doritos, and says, ""Not today!""Directors: Joseph and Dave Herbert (who won $1,000,000 for the ad)"
Food,"Doritos""The Power of Crunch""","A man learns the power of crunch with a woman stripped down to her underwear, free money from an ATM, and a policeman being turned into a monkey."
Food,"Doritos""Boyfriend""","A man is seen staring at a woman's butt as she walks into the other room. He then tries to start a conversation with the girlfriend's kid. When he reaches for a Dorito, the kid slaps him, saying, ""Keep your hands off my Mama, keep your hands off my Doritos."""
Food,"Doritos""Dog""","A dog wants Doritos from a man sitting on a bench. The man says it'll have to speak, but it is wearing an anti-bark collar. The dog comes back, and attaches the collar to the man, who lies on the ground, speaking gibberish. The dog walks away with the bag of Doritos."
Food,"Doritos""Funeral""","A man who recently faked his death is in his coffin, watching the Super Bowl and in a pool of Doritos. The casket flies open, and he screams, ""It's a miracle!"""
Food,"Doritos""Tim""","At a gym, a man has stolen Doritos out of Tim's locker. His friend tries to warn him, but Tim transforms into a Dorito-wearing ninja."
Food,"Doritos""Love""",A man goes around the office with a creepy obsession for Doritos.
Food,"Doritos""Teasing""","A boyfriend teases his girlfriend's dog by waving Doritos around from the inside of a glass door. Instead of the dog running into the door, the dog crashes through the door, squishing the man."
Food,Wonderful Pistachios,"Psy does his ""Gangnam Style"" dance to promote pistachios.[17]"
Food,Doritos,"""Time Machine"""
Food,"Avocados From Mexico """"""First Draft Ever""""""",Doug Flutie and Jerry Rice provide color commentary on the first ever draft over animals and plants.[41]
Food,"Doritos """"""Middle Seat""""""","An airline passenger tries not to let the seat next to him be occupied. / Winner in the Doritos ""Crash the Super Bowl"" contest.[42][43]"
Food,"Doritos """"""When Pigs Fly""""""","A boy creates a contraption that allows pigs to fly so he can get some Doritos. / Runner-up in the Doritos ""Crash the Super Bowl"" contest.[42][43][44]"
Food,"McDonald's """"""Pay With Lovin'""""""","A McDonald's restaurant accepts alternatives to money such as compliments, silly dances, and calling mom.[21][24]"
Food,"Doritos """"""Ultrasound""""""",A pregnant woman's newborn child shares her husband's fondness for Doritos.
Food,"Doritos """"""Doritos Dogs""""""","A group of dogs evade a supermarket's ""no dogs"" policy to reach a Doritos display."
Food,"Heinz """"""Weiner Stampede""""""","A pack of weiner dogs, dressed like hot dogs, run in slow motion towards humans in Heinz Ketchup and Mustard bottle costumes.[62]"
Food,"Skittles """"""Portrait""""""","Steven Tyler is presented with a living portrait of himself made from Skittles, which explodes after trying to sing a high note iFilmn ""DCaptain AmericaÂ : Civil Warream On"".[65]"
Food,"Avocados From Mexico """"""#GuacWorld""""""",A utopian society sealed from the rest of the world realize that their tortilla chips for their guacamole are outside.[112][135][136]
Food,"Jack in the Box """"""Jack vs. Martha""""""","Jack interrupts Martha Stewart's show in order to show off his newest creations. Martha then challenges Jack, pulling his nose off.[137]"
Food,"Kraft Foods """"""Family Greatly""""""",Kraft assembles a montage of photos and videos from families celebrating game day.[138][139]
Food,"Pringles """"""Wow 2018"""""" Bill Hader and other actors remark about stacking different flavored Pringles.[115][140][141]",
Food,"Wendy's """"""Iceberg""""""","Wendy's slams McDonald's for using flash-frozen beef patties, likening being frozen to the iceberg and the Titanic.[112][142]"
Food,"Avocados from Mexico """"""Top Dog""""""",
Food,"Burger King """"""#EatLikeAndy""""""",Footage of Andy Warhol eating a Whopper from the film 66 Scenes from America.[199]
Food,"Flamin' Hot Doritos """"""Now It's Hot""""""","Chance the Rapper raps over the Backstreet Boys' ""I Want It That Way"" to make the original ""hot"".[200]"
Food,"Pringles """"""Sad Device""""""","A smart speaker emotionally resents not being able to stack Pringles because it doesn't have hands, but is interrupted when its asked to play ""Funkytown"" instead."
